0,41.96581197,-87.655878786,41.899602111,-87.633308037,0
1,41.885300022,-87.642808466,41.904935302,-87.649907226,2
2,41.906025969,-87.675311622,41.929046937,-87.651310877,2
3,41.922686284,-87.649488729,41.899602111,-87.633308037,11
4,41.975170943,-87.687515515,41.944226601,-87.655998182,0
5,41.885300022,-87.642808466,41.89967018,-87.669837798,7
6,41.901206994,-87.676355989,41.899602111,-87.633308037,1
7,41.944226601,-87.655998182,41.922686284,-87.649488729,7
8,41.96581197,-87.655878786,41.944226601,-87.655998182,0
9,41.968069,-87.721559063,41.901206994,-87.676355989,5
10,41.944226601,-87.655998182,41.947791586,-87.683834942,9
